channel,method,window_size,threshold_method,threshold,precision,recall,f1_score,false_positive_rate,false_negative_rate,TN,FP,FN,TP
A-8,LSTM Autoencoder,50,99th percentile of training reconstruction error,0.11613635,0.2775065104166667,0.4479768786127168,0.342713567839196,0.9820796460176991,0.5520231213872833,81,4439,2101,1705
